TID,OBJECTID,ORGANIZATION,LOCATEID,COLLECADDRES,COLLECCITY,COLLECZIP,COMP_ADDR,FIPSCOUNTY,JURISDNAME,TRAPTYPE,OrgLocIDTrap,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,TESTDATE,GENUS,SPECIES,U_trap2,TRAPTYPE,Loc_name,LOGITUDE,LATITUDE,COLLECSAMPLEID,U_id2,Numtests,COLLECDATE,WEEK_NEW,YEAR
Y11P00759,183541,North Shore MAD,NSG22,WAYSIDE WOODS - DEMPSTER & LEHIGH,MORTON GROVE,60053,WAYSIDE WOODS - DEMPSTER & LEHIGH_MORTON GROVE_60053,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG22|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,27-May-11,Culex,PIPIENS/RESTUANS,UTC1201,GRAVID TRAP,IDPH,-87.789667,42.04255,NS31,UTC1201 NS31,1,23-May-11,21,2011
Y11P01543,184308,Northwest MAD,NWPH2,14 E. CAMP MCDONALD ROAD,PROSPECT HEIGHTS,60070,14 E. CAMP MCDONALD ROAD_PROSPECT HEIGHTS_60070,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Northwest MAD|NWPH2|GRAVID TRAP,42,Female,RAMP WNV,NEGATIVE,0,25-May-11,Culex,SPP,UTC1204,GRAVID TRAP,IDPH,-87.934,42.046,2,UTC1204 2,1,23-May-11,21,2011
Y11P01604,184369,Northwest MAD,NWDP,340 Norman Ct.,DES PLAINES,60016,340 Norman Ct._DES PLAINES_60016,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Northwest MAD|NWDP|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SPP,UTC1206,GRAVID TRAP,IDPH,-87.92988,42.04765,9,UTC1206 9,1,23-May-11,21,2011
Y11P00751,183533,North Shore MAD,NSG3,PERKINS WOODS,EVANSTON,60201,PERKINS WOODS_EVANSTON_60201,COOK,EVANSTON HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG3|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,27-May-11,Culex,PIPIENS/RESTUANS,UTC1212,GRAVID TRAP,IDPH,-87.7118,42.059166,NS23,UTC1212 NS23,1,23-May-11,21,2011
Y11P01600,184365,Northwest MAD,NWGL1,435 Hazelwood,GLENVIEW,60025,435 Hazelwood_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Northwest MAD|NWGL1|GRAVID TRAP,48,Female,RAMP WNV,NEGATIVE,0,25-May-11,Culex,SPP,UTC1213,GRAVID TRAP,IDPH,-87.8411,42.06308,5,UTC1213 5,1,23-May-11,21,2011
Y11P00750,183532,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG2|GRAVID TRAP,17,Female,RAMP WNV,NEGATIVE,0,27-May-11,Culex,PIPIENS/RESTUANS,UTC1216,GRAVID TRAP,IDPH,-87.8036,42.067666,NS22,UTC1216 NS22,1,23-May-11,21,2011
Y11P00758,183540,North Shore MAD,NSG21,KEADY CENTER - SKOKIE&HIBBARD,WILMETTE,60091,KEADY CENTER - SKOKIE&HIBBARD_WILMETTE_60091,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG21|GRAVID TRAP,46,Female,RAMP WNV,NEGATIVE,0,27-May-11,Culex,PIPIENS/RESTUANS,UTC1219,GRAVID TRAP,IDPH,-87.751133,42.076717,NS30,UTC1219 NS30,1,23-May-11,21,2011
Y11P01603,184368,Northwest MAD,NWAH1,300 S. Bristol,ARLINGTON HEIGHTS,60005,300 S. Bristol_ARLINGTON HEIGHTS_60005,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Northwest MAD|NWAH1|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SPP,UTC1222,GRAVID TRAP,IDPH,-87.9759,42.079433,8,UTC1222 8,1,23-May-11,21,2011
Y11P00762,183544,North Shore MAD,NSG25,CENTENNIAL PARK,KENILWORTH,60043,CENTENNIAL PARK_KENILWORTH_60043,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG25|GRAVID TRAP,15,Female,RAMP WNV,NEGATIVE,0,27-May-11,Culex,PIPIENS/RESTUANS,UTC1226,GRAVID TRAP,IDPH,-87.716083,42.085583,NS34,UTC1226 NS34,1,23-May-11,21,2011
Y11P00752,183534,North Shore MAD,NSG5,4600 Block BRUMMEL,SKOKIE,60077,4600 Block BRUMMEL_SKOKIE_60077,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG5|GRAVID TRAP,51,Female,RAMP WNV,NEGATIVE,0,27-May-11,Culex,PIPIENS/RESTUANS,UTC1233,GRAVID TRAP,IDPH,-87.761766,42.097216,NS24,UTC1233 NS24,1,23-May-11,21,2011
Y11P00756,183538,North Shore MAD,NSG14,270 EUCLID - CROW ISLAND PARK,WINNETKA,60093,270 EUCLID - CROW ISLAND PARK_WINNETKA_60093,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG14|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,27-May-11,Culex,PIPIENS/RESTUANS,UTC1236,GRAVID TRAP,IDPH,-87.74885,42.098383,NS28,UTC1236 NS28,1,23-May-11,21,2011
Y11P00755,183537,North Shore MAD,NSG13,2900 PATRIOT BLVD,GLENVIEW,60025,2900 PATRIOT BLVD_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG13|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,27-May-11,Culex,PIPIENS/RESTUANS,UTC1242,GRAVID TRAP,IDPH,-87.821683,42.110783,NS27,UTC1242 NS27,1,23-May-11,21,2011
Y11P01601,184366,Northwest MAD,NWBR2,Stover and Palatine Rds,BARRINGTON,60010,Stover and Palatine Rds_BARRINGTON_60010,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Northwest MAD|NWBR2|GRAVID TRAP,34,Female,RAMP WNV,NEGATIVE,0,25-May-11,Culex,SPP,UTC1243,GRAVID TRAP,IDPH,-88.16306,42.1139,6,UTC1243 6,1,23-May-11,21,2011
Y11P01605,184370,Northwest MAD,NWNB1,2005 LA VIGNE LN,NORTHBROOK,60056,2005 LA VIGNE LN_NORTHBROOK_60056,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Northwest MAD|NWNB1|GRAVID TRAP,15,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SPP,UTC1245,GRAVID TRAP,IDPH,-87.860278,42.115833,10,UTC1245 10,1,23-May-11,21,2011
Y11P00754,183536,North Shore MAD,NSG9,937 HAPP ROAD,NORTHFIELD,60093,937 HAPP ROAD_NORTHFIELD_60093,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG9|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,27-May-11,Culex,PIPIENS/RESTUANS,UTC1248,GRAVID TRAP,IDPH,-87.781716,42.117633,NS26,UTC1248 NS26,1,23-May-11,21,2011
Y11P00761,183543,North Shore MAD,NSG24,SOMME WOODS,NORTHBROOK,60062,SOMME WOODS_NORTHBROOK_60062,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG24|GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,27-May-11,Culex,PIPIENS/RESTUANS,UTC1252,GRAVID TRAP,IDPH,-87.84219,42.12548,NS33,UTC1252 NS33,1,23-May-11,21,2011
Y11P01608,184373,Northwest MAD,NWWH2,450 E. Dundee,WHEELING,60090,450 E. Dundee_WHEELING_60090,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Northwest MAD|NWWH2|GRAVID TRAP,21,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SPP,UTC1255,GRAVID TRAP,IDPH,-87.9053,42.14045,13,UTC1255 13,1,23-May-11,21,2011
Y11P01542,184307,Northwest MAD,NWBG1,739 Weidner Rd,BUFFALO GROVE,60089,739 Weidner Rd_BUFFALO GROVE_60089,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Northwest MAD|NWBG1|GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,25-May-11,Culex,SPP,UTC1256,GRAVID TRAP,IDPH,-87.97649,42.14123,1,UTC1256 1,1,23-May-11,21,2011
Y11P00227,183082,IDPH,IDPH 109,15100 CANAL BANK ROAD,LEMONT,60439,15100 CANAL BANK ROAD_LEMONT_60439,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|IDPH 109|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,01-Jun-11,Culex,PIPIENS/RESTUANS,UTC0887,GRAVID TRAP,IDPH,-87.984166,41.686801,059,UTC0887 059,1,24-May-11,21,2011
Y11P00229,183084,IDPH,IDPH 109,15100 CANAL BANK ROAD,LEMONT,60439,15100 CANAL BANK ROAD_LEMONT_60439,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|IDPH 109|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,01-Jun-11,Culex,PIPIENS/RESTUANS,UTC0887,GRAVID TRAP,IDPH,-87.984166,41.686801,061,UTC0887 061,1,24-May-11,21,2011
Y11P11731,191435,CITY OF NAPERVILLE,G16,3715 IDLEWILD LN.,NAPERVILLE,60564,3715 IDLEWILD LN._NAPERVILLE_60564,WILL,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,CITY OF NAPERVILLE|G16|GRAVID TRAP,63,Female,VECWNV,NEGATIVE,0,24-May-11,Culex,PIPIENS,UTC0905,GRAVID TRAP,IDPH,-88.219487,41.710705,015,UTC0905 015,1,24-May-11,21,2011
Y11P00228,183083,IDPH,IDPH 105,CENTRAL AVE/EDISON AVE,OAK LAWN,60453,CENTRAL AVE/EDISON AVE_OAK LAWN_60453,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|IDPH 105|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,01-Jun-11,Culex,PIPIENS/RESTUANS,UTC0906,GRAVID TRAP,IDPH,-87.74943,41.71211,060,UTC0906 060,1,24-May-11,21,2011
Y11P07116,188644,COOK COUNTY HEALTH DEPT,25,9809 W 98TH ST,CHICAGO RIDGE,60415,9809 W 98TH ST_CHICAGO RIDGE_60415,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|25|GRAVID TRAP,2,Female,RAMP WNV,NEGATIVE,0,08-Jun-11,Culex,PIPIENS/RESTUANS,UTC0908,GRAVID TRAP,IDPH,-87.790602,41.713899,6,UTC0908 6,1,24-May-11,21,2011
Y11P07115,188643,COOK COUNTY HEALTH DEPT,40,9100 PULASKI ROAD,OAK LAWN,60453,9100 PULASKI ROAD_OAK LAWN_60453,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|40|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,08-Jun-11,Culex,PIPIENS/RESTUANS,UTC0917,GRAVID TRAP,IDPH,-87.721723,41.727724,5,UTC0917 5,1,24-May-11,21,2011
Y11P11728,191434,CITY OF NAPERVILLE,G13,336 KNOCK KNOLL RD.,NAPERVILLE,60565,336 KNOCK KNOLL RD._NAPERVILLE_60565,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,CITY OF NAPERVILLE|G13|GRAVID TRAP,95,Female,VECWNV,NEGATIVE,0,24-May-11,Culex,PIPIENS,UTC0922,GRAVID TRAP,IDPH,-88.12711,41.73218,014,UTC0922 014,1,24-May-11,21,2011
Y11P11725,191433,CITY OF NAPERVILLE,G10,1152 BLUE LARKSPUR LN.,NAPERVILLE,60540,1152 BLUE LARKSPUR LN._NAPERVILLE_60540,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,CITY OF NAPERVILLE|G10|GRAVID TRAP,187,Female,VECWNV,NEGATIVE,0,24-May-11,Culex,PIPIENS,UTC0942,GRAVID TRAP,IDPH,-88.126407,41.757469,013,UTC0942 013,1,24-May-11,21,2011
Y11P11722,191432,CITY OF NAPERVILLE,G7,1021 JACKSON AV.,NAPERVILLE,60540,1021 JACKSON AV._NAPERVILLE_60540,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,CITY OF NAPERVILLE|G7|GRAVID TRAP,83,Female,VECWNV,NEGATIVE,0,24-May-11,Culex,PIPIENS,UTC0955,GRAVID TRAP,IDPH,-88.162748,41.772331,012,UTC0955 012,1,24-May-11,21,2011
Y11P11719,191431,CITY OF NAPERVILLE,G6,1003 DOUGLAS AV.,NAPERVILLE,60563,1003 DOUGLAS AV._NAPERVILLE_60563,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,CITY OF NAPERVILLE|G6|GRAVID TRAP,92,Female,VECWNV,NEGATIVE,0,24-May-11,Culex,PIPIENS,UTC0961,GRAVID TRAP,IDPH,-88.164146,41.775795,011,UTC0961 011,1,24-May-11,21,2011
Y11P11707,191427,CITY OF NAPERVILLE,G1,NORTH AURORA RD. AND GENESEE,NAPERVILLE,60563,NORTH AURORA RD. AND GENESEE_NAPERVILLE_60563,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,CITY OF NAPERVILLE|G1|GRAVID TRAP,33,Female,VECWNV,NEGATIVE,0,24-May-11,Culex,PIPIENS,UTC0968,GRAVID TRAP,IDPH,-88.22075,41.78144,007,UTC0968 007,1,24-May-11,21,2011
Y11P11716,191430,CITY OF NAPERVILLE,G4,25W670 PLANK RD.,NAPERVILLE,60563,25W670 PLANK RD._NAPERVILLE_60563,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,CITY OF NAPERVILLE|G4|GRAVID TRAP,67,Female,VECWNV,NEGATIVE,0,24-May-11,Culex,PIPIENS,UTC0973,GRAVID TRAP,IDPH,-88.124169,41.787577,010,UTC0973 010,1,24-May-11,21,2011
Y11P11710,191428,CITY OF NAPERVILLE,G2,RT. 59 AND DIEHL RD.,NAPERVILLE,60563,RT. 59 AND DIEHL RD._NAPERVILLE_60563,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,CITY OF NAPERVILLE|G2|GRAVID TRAP,36,Female,VECWNV,NEGATIVE,0,24-May-11,Culex,PIPIENS,UTC0976,GRAVID TRAP,IDPH,-88.16775,41.79228,008,UTC0976 008,1,24-May-11,21,2011
Y11P11713,191429,CITY OF NAPERVILLE,G3,711 IROQUIOIS,NAPERVILLE,60563,711 IROQUIOIS_NAPERVILLE_60563,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,CITY OF NAPERVILLE|G3|GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,24-May-11,Culex,PIPIENS,UTC0980,GRAVID TRAP,IDPH,-88.136877,41.797249,009,UTC0980 009,1,24-May-11,21,2011
Y11P00226,183081,IDPH,IDPH 106,4400 PERSHING,DOWNERS GROVE,60515,4400 PERSHING_DOWNERS GROVE_60515,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|IDPH 106|GRAVID TRAP,37,Female,RAMP WNV,NEGATIVE,0,01-Jun-11,Culex,PIPIENS/RESTUANS,UTC0990,GRAVID TRAP,IDPH,-88.036737,41.806173,058,UTC0990 058,1,24-May-11,21,2011
Y11P00165,183027,DUPAGE COUNTY HEALTH DEPT,604,470 18th Street,LOMBARD,60148,470 18th Street_LOMBARD_60148,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|604|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SP,UTC1022,GRAVID TRAP,IDPH,-88.008566,41.848942,E11025,UTC1022 E11025,1,24-May-11,21,2011
Y11P00166,183028,DUPAGE COUNTY HEALTH DEPT,609,WISCONSIN AVE,VILLA PARK,60181,WISCONSIN AVE_VILLA PARK_60181,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|609|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SP,UTC1049,GRAVID TRAP,IDPH,-87.97725,41.87746,E11026,UTC1049 E11026,1,24-May-11,21,2011
Y11P00513,183322,Desplaines Valley MAD,by,Bohlander & Wolf Rd.,BERKELEY,60163,Bohlander & Wolf Rd._BERKELEY_60163,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Desplaines Valley MAD|by|GRAVID TRAP,52,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,PIPIENS/RESTUANS,UTC1054,GRAVID TRAP,IDPH,-87.90625,41.88705,dv28,UTC1054 dv28,1,24-May-11,21,2011
Y11P00225,183080,IDPH,IDPH 103,911 AVERS,EVERGREEN PARK,60642,911 AVERS_EVERGREEN PARK_60642,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|IDPH 103|GRAVID TRAP,41,Female,RAMP WNV,NEGATIVE,0,01-Jun-11,Culex,PIPIENS/RESTUANS,UTC1064,GRAVID TRAP,IDPH,-87.65892,41.89859,057,UTC1064 057,1,24-May-11,21,2011
Y11P00162,183024,DUPAGE COUNTY HEALTH DEPT,307,542 Walnut St.,ELMHURST,60126,542 Walnut St._ELMHURST_60126,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|307|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SP,UTC1076,GRAVID TRAP,IDPH,-87.9501,41.915797,E11022,UTC1076 E11022,1,24-May-11,21,2011
Y11P00163,183025,DUPAGE COUNTY HEALTH DEPT,309,422 W FULLERTON AVE,ADDISON,60101,422 W FULLERTON AVE_ADDISON_60101,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|309|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SP,UTC1082,GRAVID TRAP,IDPH,-87.999794,41.919794,E11023,UTC1082 E11023,1,24-May-11,21,2011
Y11P00159,183021,DUPAGE COUNTY HEALTH DEPT,209,318 TERRY LANE,BLOOMINGDALE,60108,318 TERRY LANE_BLOOMINGDALE_60108,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|209|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SP,UTC1099,GRAVID TRAP,IDPH,-88.058395,41.939724,E11019,UTC1099 E11019,1,24-May-11,21,2011
Y11P00164,183026,DUPAGE COUNTY HEALTH DEPT,310,CHURCH ST,BENSENVILLE,60106,CHURCH ST_BENSENVILLE_60106,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|310|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SP,UTC1118,GRAVID TRAP,IDPH,-87.94689,41.95417,E11024,UTC1118 E11024,1,24-May-11,21,2011
Y11P00161,183023,DUPAGE COUNTY HEALTH DEPT,303,237 E Murray Drive,WOOD DALE,60191,237 E Murray Drive_WOOD DALE_60191,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|303|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SP,UTC1119,GRAVID TRAP,IDPH,-87.973006,41.954647,E11021,UTC1119 E11021,1,24-May-11,21,2011
Y11P00156,183018,DUPAGE COUNTY HEALTH DEPT,201,6N275 Virginia Road,KEENEYVILLE,60172,6N275 Virginia Road_KEENEYVILLE_60172,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|201|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SP,UTC1129,GRAVID TRAP,IDPH,-88.117762,41.963811,E11016,UTC1129 E11016,1,24-May-11,21,2011
Y11P00224,183079,IDPH,IDPH 06,7401 WEST LAWRENCE AVE.,HARWOOD HEIGHTS,60706,7401 WEST LAWRENCE AVE._HARWOOD HEIGHTS_60706,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|IDPH 06|GRAVID TRAP,35,Female,RAMP WNV,NEGATIVE,0,01-Jun-11,Culex,PIPIENS/RESTUANS,UTC1136,GRAVID TRAP,IDPH,-87.812131,41.967093,056,UTC1136 056,1,24-May-11,21,2011
Y11P00157,183019,DUPAGE COUNTY HEALTH DEPT,202,133 Foster Avenue,ROSELLE,60172,133 Foster Avenue_ROSELLE_60172,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|202|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SP,UTC1137,GRAVID TRAP,IDPH,-88.077638,41.967641,E11017,UTC1137 E11017,1,24-May-11,21,2011
Y11P00160,183022,DUPAGE COUNTY HEALTH DEPT,301,130 Forest Avenue,ITASCA,60143,130 Forest Avenue_ITASCA_60143,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|301|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SP,UTC1151,GRAVID TRAP,IDPH,-88.017384,41.969101,E11020,UTC1151 E11020,1,24-May-11,21,2011
Y11P00158,183020,DUPAGE COUNTY HEALTH DEPT,208,"Thorndale Avenue, Meacham Creek Park",ITASCA,60143,"Thorndale Avenue, Meacham Creek Park_ITASCA_60143",DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|208|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-May-11,Culex,SP,UTC1154,GRAVID TRAP,IDPH,-88.01989,41.97552,E11018,UTC1154 E11018,1,24-May-11,21,2011
Y11P01602,184367,Northwest MAD,NWPR2,8600 N. MILWAUKEE AVE.,NILES,60714,8600 N. MILWAUKEE AVE._NILES_60714,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Northwest MAD|NWPR2|GRAVID TRAP,47,Female,RAMP WNV,NEGATIVE,0,25-May-11,Culex,SPP,UTC1189,GRAVID TRAP,IDPH,-87.831669,42.033113,7,UTC1189 7,1,24-May-11,21,2011
Y11P00150,183016,Reed Township MAD,7,373 S. CEMETERY RD.,BRAIDWOOD,60408,373 S. CEMETERY RD._BRAIDWOOD_60408,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,Reed Township MAD|7|GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,26-May-11,Culex,PIPIENS/RESTUANS,UTC0756,GRAVID TRAP,IDPH,-88.122507,41.150465,RT014,UTC0756 RT014,1,25-May-11,21,2011
Y11P00153,183017,Reed Township MAD,7,373 S. CEMETERY RD.,BRAIDWOOD,60408,373 S. CEMETERY RD._BRAIDWOOD_60408,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,Reed Township MAD|7|GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,26-May-11,Culex,PIPIENS/RESTUANS,UTC0756,GRAVID TRAP,IDPH,-88.122507,41.150465,RT015,UTC0756 RT015,1,25-May-11,21,2011
Y11P00141,183013,Reed Township MAD,4,786 E SMITH ROAD,BRACEVILLE,60407,786 E SMITH ROAD_BRACEVILLE_60407,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,Reed Township MAD|4|GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,26-May-11,Culex,PIPIENS/RESTUANS,UTC0760,GRAVID TRAP,IDPH,-88.236633,41.23115,RT011,UTC0760 RT011,1,25-May-11,21,2011
Y11P00144,183014,Reed Township MAD,5,1150 N.DIVISON,BRAIDWOOD,60408,1150 N.DIVISON_BRAIDWOOD_60408,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,Reed Township MAD|5|GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,26-May-11,Culex,PIPIENS/RESTUANS,UTC0773,GRAVID TRAP,IDPH,-88.227583,41.2845,RT012,UTC0773 RT012,1,25-May-11,21,2011
Y11P00232,183087,IDPH,IDPH 101,5348 STONY CREEK DRIVE,OAK LAWN,60453,5348 STONY CREEK DRIVE_OAK LAWN_60453,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|IDPH 101|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,01-Jun-11,Culex,PIPIENS/RESTUANS,UTC0892,GRAVID TRAP,IDPH,-87.752938,41.699163,065,UTC0892 065,1,25-May-11,21,2011
Y11P00233,183088,IDPH,WILL 03,WEHRLI AND E. 87TH STREET,BOLINGBROOK,60440,WEHRLI AND E. 87TH STREET_BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|WILL 03|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,01-Jun-11,Culex,PIPIENS/RESTUANS,UTC0896,GRAVID TRAP,IDPH,-88.07615,41.70222,066,UTC0896 066,1,25-May-11,21,2011
Y11P00230,183085,IDPH,IDPH112,8700 SOUTH KEDZIE AVE.,EVERGREEN PARK,60805,8700 SOUTH KEDZIE AVE._EVERGREEN PARK_60805,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|IDPH112|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,01-Jun-11,Culex,PIPIENS/RESTUANS,UTC0928,GRAVID TRAP,IDPH,-87.702216,41.735186,062,UTC0928 062,1,25-May-11,21,2011
Y11P00231,183086,IDPH,IDPH112,8700 SOUTH KEDZIE AVE.,EVERGREEN PARK,60805,8700 SOUTH KEDZIE AVE._EVERGREEN PARK_60805,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,IDPH|IDPH112|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,01-Jun-11,Culex,PIPIENS/RESTUANS,UTC0928,GRAVID TRAP,IDPH,-87.702216,41.735186,063,UTC0928 063,1,25-May-11,21,2011
Y11P00147,183015,Reed Township MAD,6,24727 WEST AMENITY CENTER DRIVE,WILMINGTON,60481,24727 WEST AMENITY CENTER DRIVE_WILMINGTON_60481,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,Reed Township MAD|6|GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,26-May-11,Culex,PIPIENS/RESTUANS,UTC0954,GRAVID TRAP,IDPH,-88.12506,41.77221,RT013,UTC0954 RT013,1,25-May-11,21,2011
Y11P07119,188647,COOK COUNTY HEALTH DEPT,10,2930 LEE STREET,MELROSE PARK,60160,2930 LEE STREET_MELROSE PARK_60160,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|10|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,08-Jun-11,Culex,PIPIENS/RESTUANS,UTC1093,GRAVID TRAP,IDPH,-87.894559,41.931243,9,UTC1093 9,1,25-May-11,21,2011
