UNIQUEKEY,OWNERID2,COLLECCITY,COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,LOGITUDE,LATITUDE,GENUS,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,COLLECYEAR,locationwk,yr_weeks
6  21  961,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,18,Female,VECWNV,POSITIVE,1,-88.117063,41.738503,Culex,961,8/10/2006,32,2006,56132,200632
6  21  995,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.117063,41.738503,Culex,995,8/14/2006,33,2006,56133,200633
6  21  996,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.117063,41.738503,Culex,996,8/14/2006,33,2006,56133,200633
6  21  1021,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,43,Female,VECWNV,POSITIVE,1,-88.117063,41.738503,Culex,1021,8/17/2006,33,2006,56133,200633
6  21  1042,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,49,Female,VECWNV,POSITIVE,1,-88.117063,41.738503,Culex,1042,8/21/2006,34,2006,56134,200634
6  21  1080,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,48,Female,VECWNV,POSITIVE,1,-88.117063,41.738503,Culex,1080,8/24/2006,34,2006,56134,200634
6  21  1117,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,41,Female,VECWNV,POSITIVE,1,-88.117063,41.738503,Culex,1117,8/28/2006,35,2006,56135,200635
6  21  1139,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-88.117063,41.738503,Culex,1139,9/5/2006,36,2006,56136,200636
6  21  1157,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,35,Female,VECWNV,POSITIVE,1,-88.117063,41.738503,Culex,1157,9/7/2006,36,2006,56136,200636
6  21  1178,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-88.117063,41.738503,Culex,1178,9/11/2006,37,2006,56137,200637
6  21  1200,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,24,Female,VECWNV,NEGATIVE,0,-88.117063,41.738503,Culex,1200,9/14/2006,37,2006,56137,200637
6  21  1229,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-88.117063,41.738503,Culex,1229,9/18/2006,38,2006,56138,200638
6  21  1256,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-88.117063,41.738503,Culex,1256,9/25/2006,39,2006,56139,200639
6  21  1281,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,11,Female,VECWNV,NEGATIVE,0,-88.117063,41.738503,Culex,1281,9/28/2006,39,2006,56139,200639
6  21  1314,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,29,Female,VECWNV,NEGATIVE,0,-88.117063,41.738503,Culex,1314,10/5/2006,40,2006,56140,200640
6  21  1327,561,NAPERVILLE,60540,DUPAGE,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-88.117063,41.738503,Culex,1327,10/9/2006,41,2006,56141,200641
6  21  21,541,WHEATON,60187,DUPAGE,GRAVID TRAP,26,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,21,5/4/2006,18,2006,54118,200618
6  21  56,541,WHEATON,60187,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,56,5/11/2006,19,2006,54119,200619
6  21  84,541,WHEATON,60187,DUPAGE,GRAVID TRAP,31,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,84,5/18/2006,20,2006,54120,200620
6  21  111,541,WHEATON,60187,DUPAGE,GRAVID TRAP,41,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,111,5/22/2006,21,2006,54121,200621
6  21  139,541,WHEATON,60187,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,139,5/25/2006,21,2006,54121,200621
6  21  183,541,WHEATON,60187,DUPAGE,GRAVID TRAP,43,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,183,5/30/2006,22,2006,54122,200622
6  21  344,541,WHEATON,60187,DUPAGE,GRAVID TRAP,19,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,344,6/8/2006,23,2006,54123,200623
6  21  399,541,WHEATON,60187,DUPAGE,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,399,6/15/2006,24,2006,54124,200624
6  21  696,541,WHEATON,60187,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,696,7/17/2006,29,2006,54129,200629
6  21  748,541,WHEATON,60187,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,748,7/24/2006,30,2006,54130,200630
6  21  775,541,WHEATON,60187,DUPAGE,GRAVID TRAP,26,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,775,7/27/2006,30,2006,54130,200630
6  21  822,541,WHEATON,60187,DUPAGE,GRAVID TRAP,35,Female,VECWNV,POSITIVE,1,-88.1167,41.872806,Culex,822,7/31/2006,31,2006,54131,200631
6  21  907,541,WHEATON,60187,DUPAGE,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,907,8/7/2006,32,2006,54132,200632
6  21  945,541,WHEATON,60187,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,945,8/10/2006,32,2006,54132,200632
6  21  983,541,WHEATON,60187,DUPAGE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.1167,41.872806,Culex,983,8/14/2006,33,2006,54133,200633
6  21  984,541,WHEATON,60187,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,984,8/14/2006,33,2006,54133,200633
6  21  1027,541,WHEATON,60187,DUPAGE,GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,1027,8/21/2006,34,2006,54134,200634
6  21  1066,541,WHEATON,60187,DUPAGE,GRAVID TRAP,43,Female,VECWNV,POSITIVE,1,-88.1167,41.872806,Culex,1066,8/24/2006,34,2006,54134,200634
6  21  1105,541,WHEATON,60187,DUPAGE,GRAVID TRAP,28,Female,VECWNV,POSITIVE,1,-88.1167,41.872806,Culex,1105,8/28/2006,35,2006,54135,200635
6  21  1339,541,WHEATON,60187,DUPAGE,GRAVID TRAP,14,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,1339,10/12/2006,41,2006,54141,200641
6  21  1355,541,WHEATON,60187,DUPAGE,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-88.1167,41.872806,Culex,1355,10/19/2006,42,2006,54142,200642
6  21  40,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,40,5/4/2006,18,2006,292118,200618
6  21  66,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,66,5/11/2006,19,2006,292119,200619
6  21  117,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,117,5/22/2006,21,2006,292121,200621
6  21  118,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,118,5/22/2006,21,2006,292121,200621
6  21  150,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,150,5/25/2006,21,2006,292121,200621
6  21  214,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,214,5/30/2006,22,2006,292122,200622
6  21  276,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,19,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,276,6/1/2006,22,2006,292122,200622
6  21  321,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,19,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,321,6/5/2006,23,2006,292123,200623
6  21  362,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,362,6/8/2006,23,2006,292123,200623
6  21  417,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,46,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,417,6/15/2006,24,2006,292124,200624
6  21  442,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,26,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,442,6/19/2006,25,2006,292125,200625
6  21  468,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,468,6/22/2006,25,2006,292125,200625
6  21  532,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,36,Female,VECWNV,POSITIVE,1,-88.114975,41.790862,Culex,532,6/29/2006,26,2006,292126,200626
6  21  568,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,568,7/3/2006,27,2006,292127,200627
6  21  593,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,593,7/6/2006,27,2006,292127,200627
6  21  627,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,627,7/10/2006,28,2006,292128,200628
6  21  672,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,672,7/13/2006,28,2006,292128,200628
6  21  714,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,714,7/17/2006,29,2006,292129,200629
6  21  757,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,757,7/24/2006,30,2006,292130,200630
6  21  793,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,793,7/27/2006,30,2006,292130,200630
6  21  794,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,794,7/27/2006,30,2006,292130,200630
6  21  883,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,35,Female,VECWNV,POSITIVE,1,-88.114975,41.790862,Culex,883,8/3/2006,31,2006,292131,200631
6  21  922,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,25,Female,VECWNV,POSITIVE,1,-88.114975,41.790862,Culex,922,8/7/2006,32,2006,292132,200632
6  21  998,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,998,8/14/2006,33,2006,292133,200633
6  21  1083,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-88.114975,41.790862,Culex,1083,8/24/2006,34,2006,292134,200634
6  21  1119,2921,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,16,Female,VECWNV,POSITIVE,1,-88.114975,41.790862,Culex,1119,8/28/2006,35,2006,292135,200635
6  91  0621WCHD1,3145,ELWOOD,60421,WILL,GRAVID TRAP,37,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD1,5/26/2006,21,2006,314521,200621
6  91  0621WCHD2,3145,ELWOOD,60421,WILL,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD2,5/30/2006,22,2006,314522,200622
6  91  0621WCHD3,3145,ELWOOD,60421,WILL,GRAVID TRAP,43,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD3,5/31/2006,22,2006,314522,200622
6  91  0621WCHD4,3145,ELWOOD,60421,WILL,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD4,6/5/2006,23,2006,314523,200623
6  91  0621WCHD5,3145,ELWOOD,60421,WILL,GRAVID TRAP,36,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD5,6/6/2006,23,2006,314523,200623
6  91  0621WCHD06,3145,ELWOOD,60421,WILL,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD06,6/16/2006,24,2006,314524,200624
6  91  0621WCHD7,3145,ELWOOD,60421,WILL,GRAVID TRAP,35,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD7,6/23/2006,25,2006,314525,200625
6  91  0621WCHD8,3145,ELWOOD,60421,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD8,6/26/2006,26,2006,314526,200626
6  91  0621WCHD9,3145,ELWOOD,60421,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD9,6/29/2006,26,2006,314526,200626
6  91  0621WCHD10,3145,ELWOOD,60421,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD10,7/10/2006,28,2006,314528,200628
6  91  0621WCHD11,3145,ELWOOD,60421,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD11,7/13/2006,28,2006,314528,200628
6  91  0621WCHD12,3145,ELWOOD,60421,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD12,7/18/2006,29,2006,314529,200629
6  91  0621WCHD13,3145,ELWOOD,60421,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD13,7/20/2006,29,2006,314529,200629
6  91  0621WCHD14,3145,ELWOOD,60421,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD14,7/21/2006,29,2006,314529,200629
6  91  0621WCHD15,3145,ELWOOD,60421,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD15,7/25/2006,30,2006,314530,200630
6  91  0621WCHD16,3145,ELWOOD,60421,WILL,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.112051,41.414898,Culex,0621WCHD16,7/27/2006,30,2006,314530,200630
6  91  0621WCHD17,3145,ELWOOD,60421,WILL,GRAVID TRAP,26,Female,VECWNV,POSITIVE,1,-88.112051,41.414898,Culex,0621WCHD17,8/1/2006,31,2006,314531,200631
6  91  0621WCHD18,3145,ELWOOD,60421,WILL,GRAVID TRAP,28,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD18,8/2/2006,31,2006,314531,200631
6  91  0621WCHD19,3145,ELWOOD,60421,WILL,GRAVID TRAP,31,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD19,8/8/2006,32,2006,314532,200632
6  91  0621WCHD20,3145,ELWOOD,60421,WILL,GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD20,8/10/2006,32,2006,314532,200632
6  91  0621WCHD21,3145,ELWOOD,60421,WILL,GRAVID TRAP,45,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD21,8/16/2006,33,2006,314533,200633
6  91  0621WCHD22,3145,ELWOOD,60421,WILL,GRAVID TRAP,41,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD22,8/23/2006,34,2006,314534,200634
6  91  0621WCHD23,3145,ELWOOD,60421,WILL,GRAVID TRAP,19,Female,VECWNV,NEGATIVE,0,-88.112051,41.414898,Culex,0621WCHD23,9/1/2006,35,2006,314535,200635
6  115 13,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,13,5/7/2006,19,2006,295119,200619
6  115 32,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,32,5/10/2006,19,2006,295119,200619
6  115 42,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,33,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,42,5/18/2006,20,2006,295120,200620
6  115 76,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,48,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,76,5/25/2006,21,2006,295121,200621
6  115 96,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,47,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,96,5/29/2006,22,2006,295122,200622
6  115 117,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,72,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,117,6/1/2006,22,2006,295122,200622
6  115 157,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,157,6/8/2006,23,2006,295123,200623
6  115 187,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,187,6/15/2006,24,2006,295124,200624
6  115 222,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,87,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,222,6/20/2006,25,2006,295125,200625
6  115 242,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,89,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,242,6/22/2006,25,2006,295125,200625
6  115 271,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,100,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,271,6/25/2006,26,2006,295126,200626
6  115 283,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,283,6/26/2006,26,2006,295126,200626
6  115 313,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,88,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,313,6/28/2006,26,2006,295126,200626
6  115 330,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,330,6/29/2006,26,2006,295126,200626
6  115 347,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,61,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,347,7/2/2006,27,2006,295127,200627
6  115 356,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,36,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,356,7/4/2006,27,2006,295127,200627
6  115 380,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,35,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,380,7/6/2006,27,2006,295127,200627
6  115 400,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,400,7/9/2006,28,2006,295128,200628
6  115 414,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,414,7/10/2006,28,2006,295128,200628
6  115 445,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,445,7/12/2006,28,2006,295128,200628
6  115 464,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,464,7/13/2006,28,2006,295128,200628
6  115 474,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,474,7/16/2006,29,2006,295129,200629
6  115 494,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,494,7/17/2006,29,2006,295129,200629
6  115 509,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,509,7/18/2006,29,2006,295129,200629
6  115 522,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,58,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,522,7/19/2006,29,2006,295129,200629
6  115 548,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,548,7/20/2006,29,2006,295129,200629
6  115 559,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,559,7/23/2006,30,2006,295130,200630
6  115 571,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,571,7/24/2006,30,2006,295130,200630
6  115 585,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,585,7/25/2006,30,2006,295130,200630
6  115 610,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,610,7/26/2006,30,2006,295130,200630
6  115 623,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,623,7/27/2006,30,2006,295130,200630
6  115 651,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,651,7/30/2006,31,2006,295131,200631
6  115 662,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,662,7/31/2006,31,2006,295131,200631
6  115 682,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,682,8/1/2006,31,2006,295131,200631
6  115 696,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,696,8/2/2006,31,2006,295131,200631
6  115 721,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,721,8/3/2006,31,2006,295131,200631
6  115 756,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,756,8/6/2006,32,2006,295132,200632
6  115 757,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,757,8/6/2006,32,2006,295132,200632
6  115 777,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,777,8/7/2006,32,2006,295132,200632
6  115 778,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,778,8/7/2006,32,2006,295132,200632
6  115 816,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,816,8/8/2006,32,2006,295132,200632
6  115 817,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,817,8/8/2006,32,2006,295132,200632
6  115 852,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,852,8/9/2006,32,2006,295132,200632
6  115 853,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,853,8/9/2006,32,2006,295132,200632
6  115 877,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,877,8/10/2006,32,2006,295132,200632
6  115 878,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,878,8/10/2006,32,2006,295132,200632
6  115 916,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,916,8/13/2006,33,2006,295133,200633
6  115 917,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,917,8/13/2006,33,2006,295133,200633
6  115 943,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,943,8/14/2006,33,2006,295133,200633
6  115 944,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,944,8/14/2006,33,2006,295133,200633
6  115 954,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,15,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,954,8/15/2006,33,2006,295133,200633
6  115 955,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,955,8/15/2006,33,2006,295133,200633
6  115 982,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,23,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,982,8/16/2006,33,2006,295133,200633
6  115 1042,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,1042,8/20/2006,34,2006,295134,200634
6  115 1043,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,1043,8/20/2006,34,2006,295134,200634
6  115 1077,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,1077,8/21/2006,34,2006,295134,200634
6  115 1088,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,1088,8/22/2006,34,2006,295134,200634
6  115 1089,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,1089,8/22/2006,34,2006,295134,200634
6  115 1111,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,1111,8/23/2006,34,2006,295134,200634
6  115 1112,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-88.112002,42.006212,Culex,1112,8/23/2006,34,2006,295134,200634
6  115 1142,2951,SCHAUMBURG,60193,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-88.112002,42.006212,Culex,1142,8/24/2006,34,2006,295134,200634
