UNIQUEKEY,OWNERID2,COLLECCITY,COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,LOGITUDE,LATITUDE,GENUS,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,COLLECYEAR,locationwk,yr_weeks
5  126 556,1339,WAYNE,60184,DUPAGE,OTHER,1,Female,VECWNV,NEGATIVE,0,-88.240913,41.950456,Culex,556,9/14/2005,37,2005,133937,200537
5  126 566,1339,WAYNE,60184,DUPAGE,OTHER,10,Female,VECWNV,POSITIVE,1,-88.240913,41.950456,Culex,566,9/21/2005,38,2005,133938,200538
5  126 615,1339,WAYNE,60184,DUPAGE,GRAVID TRAP,1,Female,VECWNV,NEGATIVE,0,-88.240913,41.950456,Culex,615,9/28/2005,39,2005,133939,200539
5  126 623,1339,WAYNE,60184,DUPAGE,GRAVID TRAP,14,Female,VECWNV,NEGATIVE,0,-88.240913,41.950456,Culex,623,10/5/2005,40,2005,133940,200540
5  126 633,1339,WAYNE,60184,DUPAGE,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-88.240913,41.950456,Culex,633,10/12/2005,41,2005,133941,200541
5  126 644,1339,WAYNE,60184,DUPAGE,GRAVID TRAP,6,Female,VECWNV,NEGATIVE,0,-88.240913,41.950456,Culex,644,10/19/2005,42,2005,133942,200542
5  126 17,1338,BARTLETT,60103,DUPAGE,GRAVID TRAP,1,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,17,6/15/2005,24,2005,133824,200524
5  126 22,1338,BARTLETT,60103,DUPAGE,GRAVID TRAP,7,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,22,6/22/2005,25,2005,133825,200525
5  126 32,1338,BARTLETT,60103,DUPAGE,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,32,6/29/2005,26,2005,133826,200526
5  126 43,1338,BARTLETT,60103,DUPAGE,GRAVID TRAP,1,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,43,7/7/2005,27,2005,133827,200527
5  126 52,1338,BARTLETT,60103,DUPAGE,GRAVID TRAP,2,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,52,7/13/2005,28,2005,133828,200528
5  126 61,1338,BARTLETT,60103,DUPAGE,GRAVID TRAP,28,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,61,7/20/2005,29,2005,133829,200529
5  126 330,1338,BARTLETT,60103,DUPAGE,GRAVID TRAP,11,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,330,8/3/2005,31,2005,133831,200531
5  126 339,1338,BARTLETT,60103,DUPAGE,GRAVID TRAP,16,Female,VECWNV,POSITIVE,1,-88.240195,41.96881,Culex,339,8/10/2005,32,2005,133832,200532
5  126 360,1338,BARTLETT,60103,DUPAGE,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,360,8/18/2005,33,2005,133833,200533
5  126 369,1338,BARTLETT,60103,DUPAGE,GRAVID TRAP,7,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,369,8/24/2005,34,2005,133834,200534
5  126 539,1338,BARTLETT,60103,DUPAGE,OTHER,6,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,539,8/31/2005,35,2005,133835,200535
5  126 547,1338,BARTLETT,60103,DUPAGE,OTHER,22,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,547,9/7/2005,36,2005,133836,200536
5  126 555,1338,BARTLETT,60103,DUPAGE,OTHER,8,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,555,9/14/2005,37,2005,133837,200537
5  126 563,1338,BARTLETT,60103,DUPAGE,OTHER,18,Female,VECWNV,POSITIVE,1,-88.240195,41.96881,Culex,563,9/21/2005,38,2005,133838,200538
5  126 616,1338,BARTLETT,60103,DUPAGE,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,616,9/28/2005,39,2005,133839,200539
5  126 622,1338,BARTLETT,60103,DUPAGE,GRAVID TRAP,9,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,622,10/5/2005,40,2005,133840,200540
5  126 642,1338,BARTLETT,60103,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.240195,41.96881,Culex,642,10/19/2005,42,2005,133842,200542
5  21  10,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,10,5/9/2005,19,2005,290119,200519
5  21  146,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,24,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,146,5/19/2005,20,2005,290120,200520
5  21  187,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,187,5/23/2005,21,2005,290121,200521
5  21  240,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,240,5/24/2005,21,2005,290121,200521
5  21  260,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,260,5/31/2005,22,2005,290122,200522
5  21  400,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,400,6/20/2005,25,2005,290125,200525
5  21  456,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,456,6/27/2005,26,2005,290126,200526
5  21  693,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,44,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,693,7/18/2005,29,2005,290129,200529
5  21  739,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.239206,41.976305,Culex,739,7/21/2005,29,2005,290129,200529
5  21  740,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,740,7/21/2005,29,2005,290129,200529
5  21  1029,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,1029,8/22/2005,34,2005,290134,200534
5  21  1095,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,35,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,1095,8/29/2005,35,2005,290135,200535
5  21  1127,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,36,Female,VECWNV,POSITIVE,1,-88.239206,41.976305,Culex,1127,9/1/2005,35,2005,290135,200535
5  21  1159,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,1159,9/6/2005,36,2005,290136,200536
5  21  1193,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,31,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,1193,9/8/2005,36,2005,290136,200536
5  21  1240,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,41,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,1240,9/12/2005,37,2005,290137,200537
5  21  1293,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,43,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,1293,9/15/2005,37,2005,290137,200537
5  21  1334,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,1334,9/19/2005,38,2005,290138,200538
5  21  1368,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,1368,9/22/2005,38,2005,290138,200538
5  21  1409,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,33,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,1409,9/26/2005,39,2005,290139,200539
5  21  1428,2901,BARTLETT,60103,DUPAGE,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-88.239206,41.976305,Culex,1428,9/29/2005,39,2005,290139,200539
5  116 RT 002,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,46,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT 002,5/18/2005,20,2005,125220,200520
5  116 RT 006,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,49,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT 006,5/25/2005,21,2005,125221,200521
5  116 RT009,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT009,6/1/2005,22,2005,125222,200522
5  116 RT13,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,32,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT13,6/8/2005,23,2005,125223,200523
5  116 RT17,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,19,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT17,6/15/2005,24,2005,125224,200524
5  116 RT21,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,47,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT21,6/22/2005,25,2005,125225,200525
5  116 RT25,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,49,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT25,6/29/2005,26,2005,125226,200526
5  116 RT29,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,24,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT29,7/6/2005,27,2005,125227,200527
5  116 RT33,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,27,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT33,7/13/2005,28,2005,125228,200528
5  116 RT37,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,31,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT37,7/20/2005,29,2005,125229,200529
5  116 RT41,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,46,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT41,7/27/2005,30,2005,125230,200530
5  116 RT45,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,46,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT45,8/3/2005,31,2005,125231,200531
5  116 RT50,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT50,8/10/2005,32,2005,125232,200532
5  116 RT53,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT53,8/17/2005,33,2005,125233,200533
5  116 RT57,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT57,8/24/2005,34,2005,125234,200534
5  116 RT61,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,39,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT61,8/31/2005,35,2005,125235,200535
5  116 RT65,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT65,9/7/2005,36,2005,125236,200536
5  116 RT69,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,42,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT69,9/14/2005,37,2005,125237,200537
5  116 RT72,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT72,9/21/2005,38,2005,125238,200538
5  116 RT77,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT77,9/28/2005,39,2005,125239,200539
5  116 RT82,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT82,10/5/2005,40,2005,125240,200540
5  116 RT87,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT87,10/12/2005,41,2005,125241,200541
5  116 RT92,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT92,10/19/2005,42,2005,125242,200542
5  116 RT96,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,38,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT96,10/26/2005,43,2005,125243,200543
5  116 RT97,1252,BRACEVILLE,60407,WILL,GRAVID TRAP,41,Female,VECWNV,NEGATIVE,0,-88.236602,41.231154,Culex,RT97,10/31/2005,44,2005,125244,200544
5  115 11,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,11,5/15/2005,20,2005,57420,200520
5  115 17,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,48,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,17,5/17/2005,20,2005,57420,200520
5  115 19,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,19,5/22/2005,21,2005,57421,200521
5  115 40,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,56,Female,VECWNV,NEGATIVE,0,-88.232603,42.05819,Culex,40,5/30/2005,22,2005,57422,200522
5  115 46,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.232603,42.05819,Culex,46,6/1/2005,22,2005,57422,200522
5  115 62,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,62,6/5/2005,23,2005,57423,200523
5  115 67,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,67,6/6/2005,23,2005,57423,200523
5  115 79,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,79,6/7/2005,23,2005,57423,200523
5  115 81,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,81,6/8/2005,23,2005,57423,200523
5  115 91,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,48,Female,VECWNV,NEGATIVE,0,-88.232603,42.05819,Culex,91,6/9/2005,23,2005,57423,200523
5  115 117,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,47,Female,VECWNV,NEGATIVE,0,-88.232603,42.05819,Culex,117,6/14/2005,24,2005,57424,200524
5  115 151,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,51,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,151,6/21/2005,25,2005,57425,200525
5  115 172,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,55,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,172,6/23/2005,25,2005,57425,200525
5  115 174,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,174,6/26/2005,26,2005,57426,200526
5  115 214,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,214,6/28/2005,26,2005,57426,200526
5  115 315,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,51,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,315,7/11/2005,28,2005,57428,200528
5  115 338,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,338,7/13/2005,28,2005,57428,200528
5  115 352,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,352,7/14/2005,28,2005,57428,200528
5  115 363,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,363,7/17/2005,29,2005,57429,200529
5  115 383,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,383,7/18/2005,29,2005,57429,200529
5  115 414,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,52,Female,VECWNV,NEGATIVE,0,-88.232603,42.05819,Culex,414,7/20/2005,29,2005,57429,200529
5  115 421,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.232603,42.05819,Culex,421,7/21/2005,29,2005,57429,200529
5  115 443,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,443,7/25/2005,30,2005,57430,200530
5  115 455,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,455,7/26/2005,30,2005,57430,200530
5  115 481,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,481,7/28/2005,30,2005,57430,200530
5  115 499,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,499,7/31/2005,31,2005,57431,200531
5  115 516,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,516,8/1/2005,31,2005,57431,200531
5  115 522,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,522,8/2/2005,31,2005,57431,200531
5  115 548,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,548,8/3/2005,31,2005,57431,200531
5  115 562,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,562,8/4/2005,31,2005,57431,200531
5  115 586,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,586,8/7/2005,32,2005,57432,200532
5  115 595,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,595,8/8/2005,32,2005,57432,200532
5  115 607,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,607,8/9/2005,32,2005,57432,200532
5  115 622,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,622,8/10/2005,32,2005,57432,200532
5  115 642,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,642,8/14/2005,33,2005,57433,200533
5  115 657,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,657,8/15/2005,33,2005,57433,200533
5  115 679,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,679,8/16/2005,33,2005,57433,200533
5  115 725,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,725,8/21/2005,34,2005,57434,200534
5  115 757,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,757,8/25/2005,34,2005,57434,200534
5  115 783,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,783,8/28/2005,35,2005,57435,200535
5  115 791,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,791,8/29/2005,35,2005,57435,200535
5  115 800,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,800,8/30/2005,35,2005,57435,200535
5  115 814,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,41,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,814,8/31/2005,35,2005,57435,200535
5  115 821,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,821,9/1/2005,35,2005,57435,200535
5  115 827,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,827,9/5/2005,36,2005,57436,200536
5  115 876,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,876,9/8/2005,36,2005,57436,200536
5  115 898,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,898,9/11/2005,37,2005,57437,200537
5  115 920,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,920,9/12/2005,37,2005,57437,200537
5  115 932,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,932,9/13/2005,37,2005,57437,200537
5  115 955,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,955,9/14/2005,37,2005,57437,200537
5  115 967,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,967,9/15/2005,37,2005,57437,200537
5  115 994,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,994,9/18/2005,38,2005,57438,200538
5  115 1004,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,1004,9/19/2005,38,2005,57438,200538
5  115 1028,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,1028,9/20/2005,38,2005,57438,200538
5  115 1034,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,42,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,1034,9/21/2005,38,2005,57438,200538
5  115 1073,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,61,Female,PCRWNV,NEGATIVE,0,-88.232603,42.05819,Culex,1073,9/26/2005,39,2005,57439,200539
5  115 1087,574,HOFFMAN ESTATES,60192,COOK,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,-88.232603,42.05819,Culex,1087,9/29/2005,39,2005,57439,200539
5  59  01C,3057,CARY,60013,MCHENRY,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-88.232276,42.232239,Culex,01C,6/15/2005,24,2005,305724,200524
5  59  02C,3057,CARY,60013,MCHENRY,GRAVID TRAP,41,Female,VECWNV,NEGATIVE,0,-88.232276,42.232239,Culex,02C,6/27/2005,26,2005,305726,200526
5  122 300-0358,3532,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,49,Female,PCRWNV,POSITIVE,1,-88.231786,41.781328,Culex,300-0358,7/19/2005,29,2005,353229,200529
5  122 300-0549,3532,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,30,Female,VECWNV,POSITIVE,1,-88.231786,41.781328,Culex,300-0549,7/26/2005,30,2005,353230,200530
5  122 300-0615,3532,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.231786,41.781328,Culex,300-0615,8/2/2005,31,2005,353231,200531
5  122 300-1089,3532,NAPERVILLE,60563,DUPAGE,GRAVID TRAP,40,Female,VECWNV,POSITIVE,1,-88.231786,41.781328,Culex,300-1089,9/13/2005,37,2005,353237,200537
5  21  222,596,AURORA,60507,DUPAGE,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-88.230185,41.739112,Culex,222,5/23/2005,21,2005,59621,200521
5  21  304,596,AURORA,60507,DUPAGE,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-88.230185,41.739112,Culex,304,6/2/2005,22,2005,59622,200522
5  21  448,596,AURORA,60507,DUPAGE,GRAVID TRAP,44,Female,VECWNV,NEGATIVE,0,-88.230185,41.739112,Culex,448,6/23/2005,25,2005,59625,200525
5  21  528,596,AURORA,60507,DUPAGE,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-88.230185,41.739112,Culex,528,6/30/2005,26,2005,59626,200526
5  21  726,596,AURORA,60507,DUPAGE,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-88.230185,41.739112,Culex,726,7/18/2005,29,2005,59629,200529
5  21  727,596,AURORA,60507,DUPAGE,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-88.230185,41.739112,Culex,727,7/18/2005,29,2005,59629,200529
5  21  922,596,AURORA,60507,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.230185,41.739112,Culex,922,8/8/2005,32,2005,59632,200532
5  21  960,596,AURORA,60507,DUPAGE,GRAVID TRAP,17,Female,VECWNV,POSITIVE,1,-88.230185,41.739112,Culex,960,8/11/2005,32,2005,59632,200532
5  21  988,596,AURORA,60507,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.230185,41.739112,Culex,988,8/15/2005,33,2005,59633,200533
5  21  1082,596,AURORA,60507,DUPAGE,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-88.230185,41.739112,Culex,1082,8/25/2005,34,2005,59634,200534
5  21  1219,596,AURORA,60507,DUPAGE,GRAVID TRAP,19,Female,VECWNV,NEGATIVE,0,-88.230185,41.739112,Culex,1219,9/8/2005,36,2005,59636,200536
5  21  1322,596,AURORA,60507,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.230185,41.739112,Culex,1322,9/15/2005,37,2005,59637,200537
5  21  1395,596,AURORA,60507,DUPAGE,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-88.230185,41.739112,Culex,1395,9/22/2005,38,2005,59638,200538
5  116 RT 003,2933,BRAIDWOOD,60408,WILL,GRAVID TRAP,22,Female,VECWNV,NEGATIVE,0,-88.227484,41.283297,Culex,RT 003,5/18/2005,20,2005,293320,200520
5  116 RT 10,2933,BRAIDWOOD,60408,WILL,GRAVID TRAP,7,Female,VECWNV,NEGATIVE,0,-88.227484,41.283297,Culex,RT 10,6/1/2005,22,2005,293322,200522
