OBJECTID,ORGANIZATION,LOCATEID,COLLECADDRES,COLLECCITY,COLLECZIP,COMP_ADDR,FIPSCOUNTY,JURISDNAME,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,TESTDATE,GENUS,SPECIES,LL_Source,LOGITUDE,LATITUDE,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,NUMTESTS,UniqueID
224063,CHICAGO HEALTH DEPT,T913,10000 W OHARE AIRPORT,CHICAGO,60666,10000 W OHARE AIRPORT_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,13,Female,PCRWNV,NEGATIVE,0,21-Jun-13,Culex,RESTUANS,GISSA,-87.89703,41.96849,35798,20-Jun-13,25,1,T913_35798
224064,CHICAGO HEALTH DEPT,T921,10000 W OHARE AIRPORT,AMF OHARE,60666,10000 W OHARE AIRPORT_AMF OHARE_60666,COOK,CHICAGO HEALTH DEPT,MINIATURE LIGHT TRAP W/ DRY ICE,14,Female,PCRWNV,NEGATIVE,0,21-Jun-13,Culex,PIPIENS/RESTUANS,IDPH,-87.89703,41.96849,35799,20-Jun-13,25,1,T921_35799
224065,CHICAGO HEALTH DEPT,T923,1000 W OHARE,AMF OHARE,60666,1000 W OHARE_AMF OHARE_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,21-Jun-13,Culex,RESTUANS,none,0,0,35800,20-Jun-13,25,1,T923_35800
224066,CHICAGO HEALTH DEPT,T924,1000 W OHARE,AMF OHARE,60666,1000 W OHARE_AMF OHARE_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,31,Female,PCRWNV,NEGATIVE,0,21-Jun-13,Culex,RESTUANS,none,0,0,35801,20-Jun-13,25,1,T924_35801
222777,KENDALL COUNTY HEALTH DEPT,TRAP 1,811 W. JOHN STREET,YORKVILLE,60560,811 W. JOHN STREET_YORKVILLE_60560,KENDALL,KENDALL COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,SP,IDPH,-88.463232,41.65886,007,18-Jun-13,25,1,TRAP 1_007
222699,SKOKIE HEALTH DEPT,TRAP 3,3550 LAKE STREET,SKOKIE,60076,3550 LAKE STREET_SKOKIE_60076,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,39,Female,RAMP WNV,NEGATIVE,0,18-Jun-13,Culex,SPP,GISSA,-87.73389,42.03647,061713-3,17-Jun-13,25,1,TRAP 3_061713-3
223454,SKOKIE HEALTH DEPT,TRAP 3,3550 LAKE STREET,SKOKIE,60076,3550 LAKE STREET_SKOKIE_60076,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,294,Female,RAMP WNV,NEGATIVE,0,21-Jun-13,Culex,SPP,GISSA,-87.73389,42.03647,062013-3,20-Jun-13,25,1,TRAP 3_062013-3
224436,WILL COUNTY HEALTH DEPT,TRAP 33,16640 W. HILLSIDE COURT,LOCKPORT,60441,16640 W. HILLSIDE COURT_LOCKPORT_60441,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,18-Jun-13,Culex,SPP,IDPH,-88.01362,41.36885,1333WCHD8,17-Jun-13,25,1,TRAP 33_1333WCHD8
224437,WILL COUNTY HEALTH DEPT,TRAP 33,16640 W. HILLSIDE COURT,LOCKPORT,60441,16640 W. HILLSIDE COURT_LOCKPORT_60441,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,20-Jun-13,Culex,SPP,IDPH,-88.01362,41.36885,1333WCHD9,19-Jun-13,25,1,TRAP 33_1333WCHD9
222700,SKOKIE HEALTH DEPT,TRAP 4,5333 WASHINGTON STREET,SKOKIE,60077,5333 WASHINGTON STREET_SKOKIE_60077,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,376,Female,RAMP WNV,NEGATIVE,0,18-Jun-13,Culex,SPP,GISSA,-87.760333,42.032678,061713-4,18-Jun-13,25,1,TRAP 4_061713-4
223455,SKOKIE HEALTH DEPT,TRAP 4,5333 WASHINGTON STREET,SKOKIE,60077,5333 WASHINGTON STREET_SKOKIE_60077,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,218,Female,RAMP WNV,NEGATIVE,0,21-Jun-13,Culex,SPP,GISSA,-87.760333,42.032678,062013-4,20-Jun-13,25,1,TRAP 4_062013-4
222701,SKOKIE HEALTH DEPT,TRAP 7,7827 KILBOURN,SKOKIE,60076,7827 KILBOURN_SKOKIE_60076,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,78,Female,RAMP WNV,NEGATIVE,0,18-Jun-13,Culex,SPP,GISSA,-87.740217,42.023196,061713-7,17-Jun-13,25,1,TRAP 7_061713-7
223456,SKOKIE HEALTH DEPT,TRAP 7,7827 KILBOURN,SKOKIE,60076,7827 KILBOURN_SKOKIE_60076,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,21-Jun-13,Culex,SPP,GISSA,-87.740217,42.023196,062013-7,20-Jun-13,25,1,TRAP 7_062013-7
222778,KENDALL COUNTY HEALTH DEPT,TRAP 8,22 COY PARK DRIVE,NEWARK,60541,22 COY PARK DRIVE_NEWARK_60541,KENDALL,KENDALL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,SP,GISSA,-88.5812,41.5431,008,18-Jun-13,25,1,TRAP 8_008
223670,COOK COUNTY HEALTH DEPT,TRP-1,Lonbard & Ogden Ave.,CICERO,60650,Lonbard & Ogden Ave._CICERO_60650,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,18-Jun-13,Culex,SP,GISSA,-87.7782,41.8325,110,17-Jun-13,25,1,TRP-1_110
223772,COOK COUNTY HEALTH DEPT,TRP-1,Lonbard & Ogden Ave.,CICERO,60650,Lonbard & Ogden Ave._CICERO_60650,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,20-Jun-13,Culex,SP,GISSA,-87.7782,41.8325,160,19-Jun-13,25,1,TRP-1_160
224355,COOK COUNTY HEALTH DEPT,TRP-1,Lonbard & Ogden Ave.,CICERO,60650,Lonbard & Ogden Ave._CICERO_60650,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,25-Jun-13,Culex,SP,GISSA,-87.7782,41.8325,205,21-Jun-13,25,1,TRP-1_205
223681,COOK COUNTY HEALTH DEPT,TRP-12,Montrose & Oak Park Ave.,HARWOOD HEIGHTS,60706,Montrose & Oak Park Ave._HARWOOD HEIGHTS_60706,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,44,Female,RAMP WNV,NEGATIVE,0,18-Jun-13,Culex,SP,IDPH,-87.83012,41.97563,121,17-Jun-13,25,1,TRP-12_121
223744,COOK COUNTY HEALTH DEPT,TRP-12,Montrose & Oak Park Ave.,HARWOOD HEIGHTS,60706,Montrose & Oak Park Ave._HARWOOD HEIGHTS_60706,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,16,Female,RAMP WNV,NEGATIVE,0,20-Jun-13,Culex,SP,IDPH,-87.83012,41.97563,137,19-Jun-13,25,1,TRP-12_137
223796,COOK COUNTY HEALTH DEPT,TRP-12,Montrose & Oak Park Ave.,HARWOOD HEIGHTS,60706,Montrose & Oak Park Ave._HARWOOD HEIGHTS_60706,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,42,Female,RAMP WNV,NEGATIVE,0,25-Jun-13,Culex,SP,IDPH,-87.83012,41.97563,180,21-Jun-13,25,1,TRP-12_180
223042,Clarke Mosquito Control,W443,POTTER & CENTRAL,WOOD DALE,60191,POTTER & CENTRAL_WOOD DALE_60191,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,PIPIENS/RESTUANS,GISSA,-87.97927,41.96472,013-0127,18-Jun-13,25,1,W443_013-0127
223855,WILL COUNTY HEALTH DEPT,WCHD10,1201 DOUGLAS,CRETE,60417,1201 DOUGLAS_CRETE_60417,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,SPP,IDPH,-87.616758,41.433593,1310WCHD8,18-Jun-13,25,1,WCHD10_1310WCHD8
223814,WILL COUNTY HEALTH DEPT,WCHD11,11559 191ST,MOKENA,60448,11559 191ST_MOKENA_60448,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,16,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,SPP,IDPH,-87.883601,41.533476,1311WCHD6,18-Jun-13,25,1,WCHD11_1311WCHD6
223861,WILL COUNTY HEALTH DEPT,WCHD14,1240 RTHJE,PEOTONE,60468,1240 RTHJE_PEOTONE_60468,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,14,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,SPP,IDPH,-88.800075,41.316761,1314WCHD5,18-Jun-13,25,1,WCHD14_1314WCHD5
223862,WILL COUNTY HEALTH DEPT,WCHD14,1240 RTHJE,PEOTONE,60468,1240 RTHJE_PEOTONE_60468,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,27,Female,RAMP WNV,NEGATIVE,0,21-Jun-13,Culex,SPP,IDPH,-88.800075,41.316761,1314WCHD6,20-Jun-13,25,1,WCHD14_1314WCHD6
224430,WILL COUNTY HEALTH DEPT,WCHD16,14200 PARKER RD,LOCKPORT,60441,14200 PARKER RD_LOCKPORT_60441,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,34,Female,RAMP WNV,NEGATIVE,0,18-Jun-13,Culex,SPP,IDPH,-87.950095,41.616909,1316WCHD8,17-Jun-13,25,1,WCHD16_1316WCHD8
224431,WILL COUNTY HEALTH DEPT,WCHD16,14200 PARKER RD,LOCKPORT,60441,14200 PARKER RD_LOCKPORT_60441,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,20-Jun-13,Culex,SPP,IDPH,-87.950095,41.616909,1316WCHD9,19-Jun-13,25,1,WCHD16_1316WCHD9
223816,WILL COUNTY HEALTH DEPT,WCHD24,8122 W SAUK TRAIL ROAD,FRANKFORT,60423,8122 W SAUK TRAIL ROAD_FRANKFORT_60423,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,17,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,SPP,IDPH,-87.81483,41.488883,1324WCHD6,18-Jun-13,25,1,WCHD24_1324WCHD6
223819,WILL COUNTY HEALTH DEPT,WCHD27,44 TOWN CENTER,PARK FOREST,60466,44 TOWN CENTER_PARK FOREST_60466,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,SPP,IDPH,-87.68861,41.44869,1327WCHD5,18-Jun-13,25,1,WCHD27_1327WCHD5
223820,WILL COUNTY HEALTH DEPT,WCHD27,44 TOWN CENTER,PARK FOREST,60466,44 TOWN CENTER_PARK FOREST_60466,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,21-Jun-13,Culex,SPP,IDPH,-87.68861,41.44869,1327WCHD6,20-Jun-13,25,1,WCHD27_1327WCHD6
225967,WILL COUNTY HEALTH DEPT,WCHD29,"2601 LOCKPORT STREET PLAINFIELD, IL 60544",PLAINFIELD,60544,"2601 LOCKPORT STREET PLAINFIELD, IL 60544_PLAINFIELD_60544",WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,18-Jun-13,Culex,SPP,IDPH,-88.21238,41.6075,1329WCHD5,17-Jun-13,25,1,WCHD29_1329WCHD5
225968,WILL COUNTY HEALTH DEPT,WCHD29,"2601 LOCKPORT STREET PLAINFIELD, IL 60544",PLAINFIELD,60544,"2601 LOCKPORT STREET PLAINFIELD, IL 60544_PLAINFIELD_60544",WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,39,Female,RAMP WNV,NEGATIVE,0,20-Jun-13,Culex,SPP,IDPH,-88.21238,41.6075,1329WCHD6,19-Jun-13,25,1,WCHD29_1329WCHD6
223865,WILL COUNTY HEALTH DEPT,WCHD32,24115 S. US HIGHWAY 52,MANHATTAN,60442,24115 S. US HIGHWAY 52_MANHATTAN_60442,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,40,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,SPP,IDPH,-88.002389,41.449548,1332WCHD6,18-Jun-13,25,1,WCHD32_1332WCHD6
223866,WILL COUNTY HEALTH DEPT,WCHD32,24115 S. US HIGHWAY 52,MANHATTAN,60442,24115 S. US HIGHWAY 52_MANHATTAN_60442,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,21-Jun-13,Culex,SPP,IDPH,-88.002389,41.449548,1332WCHD7,20-Jun-13,25,1,WCHD32_1332WCHD7
225960,WILL COUNTY HEALTH DEPT,WCHD6,301 RECREATION DR.,BOLINGBROOK,60440,301 RECREATION DR._BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,18-Jun-13,Culex,SPP,IDPH,-88.03497,41.4189,1306WCHD6,17-Jun-13,25,1,WCHD6_1306WCHD6
225961,WILL COUNTY HEALTH DEPT,WCHD6,301 RECREATION DR.,BOLINGBROOK,60440,301 RECREATION DR._BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,20-Jun-13,Culex,SPP,IDPH,-88.03497,41.4189,1306WCHD7,19-Jun-13,25,1,WCHD6_1306WCHD7
222870,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv314,16-Jun-13,25,1,we_dv314
222871,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv315,16-Jun-13,25,1,we_dv315
222872,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv316,16-Jun-13,25,1,we_dv316
222873,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv317,16-Jun-13,25,1,we_dv317
222874,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv318,16-Jun-13,25,1,we_dv318
222875,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv319,16-Jun-13,25,1,we_dv319
222876,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv320,16-Jun-13,25,1,we_dv320
222877,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv321,16-Jun-13,25,1,we_dv321
222878,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv322,16-Jun-13,25,1,we_dv322
222879,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv323,16-Jun-13,25,1,we_dv323
224198,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,2-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv355,17-Jun-13,25,2,we_dv355
224199,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,2-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv356,17-Jun-13,25,2,we_dv356
224210,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,2-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv367,18-Jun-13,25,2,we_dv367
224216,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,2-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv373,19-Jun-13,25,2,we_dv373
224217,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,2-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv374,19-Jun-13,25,2,we_dv374
224218,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,2-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv375,19-Jun-13,25,2,we_dv375
224233,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,2-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv390,20-Jun-13,25,2,we_dv390
224234,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,2-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv391,20-Jun-13,25,2,we_dv391
224235,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,2-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.88832,41.85585,dv392,20-Jun-13,25,2,we_dv392
223359,IDPH,WILL 03,WEHRLI AND E. 87TH STREET,BOLINGBROOK,60440,WEHRLI AND E. 87TH STREET_BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,PIPIENS/RESTUANS,GISSA,-88.07615,41.70222,91,18-Jun-13,25,1,WILL 03_91
223358,IDPH,WILL 03,WEHRLI AND E. 87TH STREET,BOLINGBROOK,60440,WEHRLI AND E. 87TH STREET_BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,31,Female,RAMP WNV,NEGATIVE,0,24-Jun-13,Culex,PIPIENS/RESTUANS,GISSA,-88.07615,41.70222,101,19-Jun-13,25,1,WILL 03_101
223254,FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WMWN03,Fair Oaks Rd. and Judith Ct.,WINFIELD,60190,Fair Oaks Rd. and Judith Ct._WINFIELD_60190,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,13,Female,RAMP WNV,NEGATIVE,0,20-Jun-13,Culex,SP,GISSA,-88.15277,41.87515,10,20-Jun-13,25,1,WMWN03_10
229217,KANE COUNTY HEALTH DEPT,WNV-2013-001,121 RIVER STREET,AURORA,60506,121 RIVER STREET_AURORA_60506,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,19-May-13,Culex,SP,GISSA,-88.3199,41.7569,201300101,17-Jun-13,25,1,WNV-2013-001_201300101
229218,KANE COUNTY HEALTH DEPT,WNV-2013-002,1635 SCHEFFER ROAD,AURORA,60505,1635 SCHEFFER ROAD_AURORA_60505,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,70,Female,PCRWNV,NEGATIVE,0,19-Jun-13,Culex,SP,GISSA,-88.2761,41.7778,201300602,17-Jun-13,25,1,WNV-2013-002_201300602
229219,KANE COUNTY HEALTH DEPT,WNV-2013-003,47W984 ROUTE 30,BIG ROCK,60511,47W984 ROUTE 30_BIG ROCK_60511,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,150,Female,PCRWNV,NEGATIVE,0,19-Jun-13,Culex,SP,GISSA,-88.5458,41.7642,201300503,17-Jun-13,25,1,WNV-2013-003_201300503
229227,KANE COUNTY HEALTH DEPT,WNV-2013-004,WILSON STREET & KIRK ROAD,BATAVIA,60510,WILSON STREET & KIRK ROAD_BATAVIA_60510,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,21-Jun-13,Culex,SP,GISSA,-88.2788,41.8538,201300204,20-Jun-13,25,1,WNV-2013-004_201300204
229220,KANE COUNTY HEALTH DEPT,WNV-2013-005,BURLINGTON & EMPIRE ROADS,SAINT CHARLES,60175,BURLINGTON & EMPIRE ROADS_SAINT CHARLES_60175,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,19-Jun-13,Culex,SP,GISSA,-999,-999,201300605,17-Jun-13,25,1,WNV-2013-005_201300605
229214,KANE COUNTY HEALTH DEPT,WNV-2013-005,BURLINGTON & EMPIRE ROADS,SAINT CHARLES,60175,BURLINGTON & EMPIRE ROADS_SAINT CHARLES_60175,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,32,Female,PCRWNV,NEGATIVE,0,19-Jun-13,Culex,SP,GISSA,-999,-999,201300505,19-Jun-13,25,1,WNV-2013-005_201300505
229228,KANE COUNTY HEALTH DEPT,WNV-2013-005,BURLINGTON & EMPIRE ROADS,SAINT CHARLES,60175,BURLINGTON & EMPIRE ROADS_SAINT CHARLES_60175,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,21-Jun-13,Culex,SP,GISSA,-999,-999,201300705,20-Jun-13,25,1,WNV-2013-005_201300705
229221,KANE COUNTY HEALTH DEPT,WNV-2013-006,500 FILLMORE,ELBURN,60119,500 FILLMORE_ELBURN_60119,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,63,Female,PCRWNV,NEGATIVE,0,19-Jun-13,Culex,SP,GISSA,-88.4737,41.887,201300606,17-Jun-13,25,1,WNV-2013-006_201300606
229229,KANE COUNTY HEALTH DEPT,WNV-2013-006,500 FILLMORE,ELBURN,60119,500 FILLMORE_ELBURN_60119,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,29,Female,RAMP WNV,NEGATIVE,0,21-Jun-13,Culex,SP,GISSA,-88.4737,41.887,201300706,20-Jun-13,25,1,WNV-2013-006_201300706
229222,KANE COUNTY HEALTH DEPT,WNV-2013-007,RAYMOND DRIVE,GILBERTS,60136,RAYMOND DRIVE_GILBERTS_60136,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,19-Jun-13,Culex,SP,GISSA,-999,-999,201300107,17-Jun-13,25,1,WNV-2013-007_201300107
229223,KANE COUNTY HEALTH DEPT,WNV-2013-008,WELD ROAD,ELGIN,60124,WELD ROAD_ELGIN_60124,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,60,Female,PCRWNV,NEGATIVE,0,19-Jun-13,Culex,SP,GISSA,-999,-999,201300608,17-Jun-13,25,1,WNV-2013-008_201300608
229230,KANE COUNTY HEALTH DEPT,WNV-2013-008,WELD ROAD,ELGIN,60124,WELD ROAD_ELGIN_60124,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,37,Female,RAMP WNV,NEGATIVE,0,21-Jun-13,Culex,SP,GISSA,-999,-999,210300708,20-Jun-13,25,1,WNV-2013-008_210300708
229224,KANE COUNTY HEALTH DEPT,WNV-2013-009,BURLINGTON PARK,BURLINGTON,60109,BURLINGTON PARK_BURLINGTON_60109,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,19-Jun-13,Culex,SP,GISSA,-88.5468,42.0473,201300109,17-Jun-13,25,1,WNV-2013-009_201300109
229231,KANE COUNTY HEALTH DEPT,WNV-2013-009,BURLINGTON PARK,BURLINGTON,60109,BURLINGTON PARK_BURLINGTON_60109,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,21-Jun-13,Culex,SP,GISSA,-88.5468,42.0473,201300209,20-Jun-13,25,1,WNV-2013-009_201300209
